participant,block,trial,effect,order,distance,diag,config_1,config_2,h_1,w_1,h_2,w_2,h_3,w_3,choice,choice_name,rt,correct
6,3,150,filler_square,NA,NA,NA,2.1,2.11,113.99799212696051,146.53876379759996,120.76695616788473,79.68527639519058,162.82078628598435,162.82078628598435,3,NA,1.183945655822754,1
6,3,151,critical,wdh,60,lower,2.1,2.11,57,133,55,55,133,57,1,w,1.0918059349060059,1
6,3,152,critical,whd,45,upper,4,4.1,125,200,200,125,117,117,1,w,1.1904761791229248,1
6,3,153,filler_random,NA,NA,NA,1,1.1,162.98413606013224,86.46894811522361,185.7000557373543,128.3916388513834,68.73683454325685,68.36911319311962,2,NA,1.1043829917907715,1
6,3,154,filler_square,NA,NA,NA,3,3.1,73.90245004911979,82.25516874261692,140.3221490505211,130.68402664419568,168.18037030525292,168.18037030525292,3,NA,0.7318181991577148,1
6,3,155,filler_random,NA,NA,NA,1,1.2,68.79024742345055,68.03972041050531,88.86807967392072,156.97975320659287,120.95242034190622,91.75397774762749,2,NA,1.1050066947937012,1
6,3,156,filler_random,NA,NA,NA,4,4.1,58.220654391619604,145.15099096402233,153.9988441133848,97.4812759915919,79.0322597607374,88.8650092239858,2,NA,0.8905727863311768,1
6,3,157,critical,wdh,45,lower,2.1,2.12,57,133,65,65,133,57,1,w,1.1384508609771729,1
6,3,158,critical,wdh,45,lower,1,1.1,57,133,65,65,133,57,1,w,1.0679254531860352,1
6,3,159,critical,whd,60,upper,3,3.1,125,200,200,125,100,100,1,w,1.0613527297973633,1
6,3,160,filler_random,NA,NA,NA,2.2,2.21,180.31906528878994,175.69503898529211,79.56669112494218,93.22577441321248,74.60545696794216,175.352424628018,1,NA,1.067216157913208,1
6,3,161,critical,dwh,60,lower,4,4.1,55,55,57,133,133,57,2,w,1.072016716003418,1
6,3,162,critical,hdw,45,upper,2.1,2.12,200,125,117,117,125,200,1,h,0.9149942398071289,1
6,3,163,filler_square,NA,NA,NA,2.2,2.22,89.01399132171287,75.55718809327382,91.1514992749681,91.1514992749681,68.71537345271771,78.89056829708353,2,NA,1.059034824371338,1
6,3,164,critical,hdw,45,lower,1,1.3,133,57,65,65,57,133,3,w,1.8719031810760498,1
6,3,165,filler_random,NA,NA,NA,4,4.2,192.4523524077606,88.6292208794435,91.48165832910253,159.1850308315611,190.87412604551665,106.01090146274191,3,NA,2.39340877532959,1
6,3,166,filler_random,NA,NA,NA,2.2,2.22,152.7395376262017,136.79015725773814,108.62313307437705,91.16640858678628,198.42563878079199,189.05166331521318,3,NA,0.8574435710906982,1
6,3,167,filler_random,NA,NA,NA,3,3.1,146.98564604918946,81.27105584170687,84.57635523284571,91.92693347454929,81.90157745650006,101.21755088176604,1,NA,1.5319056510925293,1
6,3,168,critical,hdw,45,upper,4,4.1,200,125,117,117,125,200,3,w,1.439927577972412,1
6,3,169,critical,hwd,60,lower,4,4.2,133,57,57,133,55,55,2,w,1.6122589111328125,1
6,3,170,catch,NA,NA,NA,2.1,2.11,188,137,95,95,69,121,1,NA,0.6294617652893066,1
6,3,171,filler_random,NA,NA,NA,1,1.1,72.54364446877457,60.21994395868224,75.09247453124019,132.8479706855498,123.64689616155194,82.02401410469568,2,NA,1.0458192825317383,0
6,3,172,critical,wdh,60,lower,2.1,2.12,57,133,55,55,133,57,1,w,1.0407514572143555,1
6,3,173,critical,hwd,60,upper,3,3.2,200,125,125,200,100,100,2,w,1.3505072593688965,1
6,3,174,filler_square,NA,NA,NA,4,4.1,190.38637330848363,190.38637330848363,87.10861267511588,82.48965726746046,152.0296085263492,177.4260018430744,1,NA,1.2832136154174805,1
6,3,175,catch,NA,NA,NA,1,1.1,151,174,63,127,65,125,1,NA,1.0995585918426514,1
6,3,176,critical,hdw,60,upper,2.1,2.11,200,125,100,100,125,200,3,w,1.3293986320495605,1
6,3,177,critical,dhw,45,upper,2.1,2.11,117,117,200,125,125,200,3,w,1.072692632675171,1
6,3,178,filler_random,NA,NA,NA,4,4.2,146.933032468332,134.05768846194667,65.87272101290495,163.28151728230796,136.78145814867716,141.12800670174022,3,NA,1.5081629753112793,0
6,3,179,critical,dwh,45,upper,1,1.1,117,117,125,200,200,125,2,w,0.9973409175872803,1
6,3,180,filler_square,NA,NA,NA,2.1,2.11,73.11293145112067,58.596923737548195,137.17463023295227,137.17463023295227,136.37513024083287,99.76188545322,2,NA,1.55479097366333,1
6,3,181,filler_square,NA,NA,NA,3,3.1,134.4412899826799,112.70878039621462,146.41421188499737,164.18635187098792,173.52273764222565,173.52273764222565,3,NA,0.9312479496002197,1
6,3,182,filler_random,NA,NA,NA,2.2,2.22,58.48665342147069,105.49123539356279,117.75959854862528,97.90507740191637,182.34104571324036,147.23502736972497,3,NA,0.7920658588409424,1
6,3,183,critical,wdh,45,upper,2.1,2.12,125,200,117,117,200,125,1,w,0.8913059234619141,1
6,3,184,critical,hwd,45,lower,3,3.2,133,57,57,133,65,65,2,w,1.0324640274047852,1
6,3,185,critical,dwh,45,upper,3,3.1,117,117,125,200,200,125,2,w,0.7863938808441162,1
6,3,186,filler_random,NA,NA,NA,3,3.2,169.04257715432482,64.76340301115486,65.6590632635144,138.37633550912682,116.87617531776104,123.30345578292145,3,NA,7.220083951950073,1
6,3,187,critical,hwd,60,upper,1,1.2,200,125,125,200,100,100,2,w,1.7593536376953125,1
6,3,188,critical,whd,60,lower,2.1,2.11,57,133,133,57,55,55,1,w,1.557929277420044,1
6,3,189,filler_square,NA,NA,NA,4,4.1,78.97013105860756,60.9943875224986,167.12096842364957,167.12096842364957,165.69026705477773,107.27553345360208,2,NA,0.74993133544921875,1
6,3,190,critical,hwd,60,upper,2.1,2.12,200,125,125,200,100,100,2,w,0.7797033786773682,1
6,3,191,filler_square,NA,NA,NA,1,1.2,121.23337679371345,121.23337679371345,108.3397623759234,90.6357723684514,118.26062520420966,73.56255042192355,1,NA,1.1474134922027588,1
6,3,192,filler_square,NA,NA,NA,2.2,2.21,92.89894584967527,81.75272674286332,60.428195344894625,84.98501628270637,99.63431566810952,99.63431566810952,3,NA,1.0484321117401123,1
6,3,193,critical,whd,60,upper,2.1,2.12,125,200,200,125,100,100,1,w,1.1405911445617676,1
6,3,194,critical,dwh,45,lower,2.1,2.12,65,65,57,133,133,57,1,d,1.9823424816131592,0
6,3,195,critical,wdh,45,upper,4,4.1,125,200,117,117,200,125,1,w,4.102025032043457,1
6,3,196,critical,dhw,45,upper,4,4.1,117,117,200,125,125,200,3,w,1.252974033355713,1
6,3,197,critical,wdh,45,lower,3,3.1,57,133,65,65,133,57,3,h,3.8926239013671875,1
6,3,198,critical,whd,60,upper,1,1.2,125,200,200,125,100,100,1,w,1.7368640899658203,1
6,3,199,filler_square,NA,NA,NA,4,4.2,57.793335336445764,61.3873204782511,57.49426820157026,57.99139712300745,63.89931623081025,63.89931623081025,3,NA,1.0319137573242188,1
6,3,200,critical,hdw,60,lower,4,4.1,133,57,55,55,57,133,1,h,2.379129648208618,1
6,3,201,critical,dwh,60,lower,1,1.2,55,55,57,133,133,57,2,w,0.7877364158630371,1
6,3,202,critical,hwd,45,lower,4,4.2,133,57,57,133,65,65,1,h,1.8902416229248047,1
6,3,203,critical,dwh,60,upper,2.1,2.11,100,100,125,200,200,125,2,w,1.8434417247772217,1
6,3,204,critical,wdh,60,lower,1,1.3,57,133,55,55,133,57,1,w,4.194128513336182,1
6,3,205,critical,dhw,60,upper,4,4.2,100,100,200,125,125,200,3,w,0.8180282115936279,1
6,3,206,critical,whd,45,lower,1,1.3,57,133,133,57,65,65,1,w,1.3878538608551025,1
6,3,207,critical,hdw,60,lower,3,3.1,133,57,55,55,57,133,3,w,1.1738739013671875,1
6,3,208,filler_square,NA,NA,NA,1,1.2,145.83417129781174,133.25360667061068,72.89918715889387,103.18906770467424,153.17078193952182,153.17078193952182,3,NA,0.7543253898620605,1
6,3,209,filler_random,NA,NA,NA,1,1.1,104.61528290304688,132.50661609158448,86.42866201753286,198.71878238729565,197.98983065444352,126.87355218713597,3,NA,0.9077169895172119,1
6,3,210,critical,dhw,60,lower,1,1.3,55,55,133,57,57,133,3,w,3.120781898498535,1
7,1,1,critical,whd,45,lower,4,4.2,57,133,133,57,65,65,2,h,3.7497718334198,1
7,1,2,critical,hwd,60,lower,2.1,2.11,133,57,57,133,55,55,1,h,1.633897066116333,1
7,1,3,critical,whd,60,lower,2.1,2.11,57,133,133,57,55,55,2,h,4.824904203414917,1
7,1,4,critical,dwh,45,lower,2.1,2.12,65,65,57,133,133,57,2,w,2.7260069847106934,1
7,1,5,critical,wdh,45,upper,1,1.2,125,200,117,117,200,125,1,w,4.327944278717041,1
7,1,6,filler_random,NA,NA,NA,1,1.3,61.34976819755853,61.975878342013516,125.09671606185951,116.8898449658157,68.46684322798521,182.04241002181607,2,NA,8.041619300842285,1
7,1,7,filler_square,NA,NA,NA,1,1.1,66.54576032597117,66.54576032597117,63.0884309416956,61.33064449745196,64.87925156503157,58.00952900410076,1,NA,3.799016237258911,1
7,1,8,critical,dwh,45,upper,4,4.1,117,117,125,200,200,125,2,w,1.7102186679840088,1
7,1,9,filler_random,NA,NA,NA,1,1.1,77.75013612812813,61.34829957174682,172.65936753335595,173.60605090417582,169.32294347461198,169.72037180259676,2,NA,1.4336693286895752,1
7,1,10,filler_square,NA,NA,NA,2.1,2.12,60.44350749205943,60.44350749205943,58.59001025645652,59.83097416486191,58.99440301569758,58.58440780790862,1,NA,3.6053898334503174,1
7,1,11,critical,hwd,45,upper,3,3.1,200,125,125,200,117,117,2,w,2.484492301940918,1
7,1,12,critical,dwh,45,upper,2.1,2.12,117,117,125,200,200,125,2,w,1.6392967700958252,1
7,1,13,filler_square,NA,NA,NA,3,3.2,139.4062224358566,139.4062224358566,97.227406653736125,129.0697730907739,67.31886175057376,96.01746271668742,1,NA,1.1007544994354248,1
7,1,14,critical,hdw,45,lower,2.1,2.12,133,57,65,65,57,133,1,h,2.2004573345184326,1
7,1,15,critical,dhw,60,lower,1,1.1,55,55,133,57,57,133,2,h,1.406212568283081,1
7,1,16,critical,whd,60,upper,1,1.1,125,200,200,125,100,100,1,w,2.629804849624634,1
7,1,17,critical,hdw,45,lower,1,1.3,133,57,65,65,57,133,1,h,3.3702754974365234,1
7,1,18,filler_random,NA,NA,NA,2.2,2.22,57.38629141666042,82.47530734709682,158.77538707583506,95.70419583867128,78.92369268467888,73.81401883947001,2,NA,0.9079620838165283,1
7,1,19,filler_square,NA,NA,NA,3,3.2,65.44404255722787,66.67633363240175,61.7386845826876,76.15653606806096,88.87871148830979,88.87871148830979,3,NA,1.3012151718139648,1
7,1,20,filler_square,NA,NA,NA,2.2,2.22,111.99442312674586,72.76598786527887,112.37176951995124,106.27440265499621,158.46010189437192,158.46010189437192,3,NA,1.1201155185699463,1
7,1,21,filler_square,NA,NA,NA,4,4.1,80.8694764958073,170.18333011280373,197.46993182060157,197.46993182060157,134.11845128561166,117.11952468637867,2,NA,0.811241626739502,1
7,1,22,critical,dhw,45,lower,2.1,2.11,65,65,133,57,57,133,2,h,1.400552749633789,1
7,1,23,critical,wdh,60,upper,4,4.1,125,200,100,100,200,125,1,w,1.9764149188995361,1
7,1,24,filler_random,NA,NA,NA,4,4.2,112.61983057998029,149.95768225218947,142.61117174774807,139.48133759859695,197.4804205074869,98.55920024911961,3,NA,2.7761213779449463,0
7,1,25,critical,dwh,60,lower,2.1,2.11,55,55,57,133,133,57,3,h,1.4658069610595703,1
7,1,26,filler_random,NA,NA,NA,1,1.2,62.056929214845354,81.01061885330371,181.35232386392036,79.76129973022573,99.145759068667,130.6225732567728,2,NA,0.9719135761260986,1
7,1,27,catch,NA,NA,NA,1,1.3,73,117,92,98,190,135,3,NA,0.9006175994873047,1
7,1,28,critical,dhw,60,upper,2.1,2.12,100,100,200,125,125,200,2,h,1.07139253616333,1
7,1,29,filler_random,NA,NA,NA,2.1,2.12,165.02618061161994,147.3848491881357,174.93400189607337,166.38683390759562,154.4043973500991,128.18408762096686,2,NA,1.2598330974578857,1
7,1,30,critical,hdw,60,lower,1,1.1,133,57,55,55,57,133,3,w,2.1836767196655273,1
7,1,31,catch,NA,NA,NA,2.2,2.21,120,70,193,132,64,126,2,NA,0.854780912399292,1
7,1,32,critical,dhw,60,lower,4,4.2,55,55,133,57,57,133,2,h,1.2121779918670654,1
7,1,33,critical,whd,45,lower,3,3.2,57,133,133,57,65,65,2,h,1.4911177158355713,1
7,1,34,filler_random,NA,NA,NA,2.1,2.11,179.24284422785905,99.25359687495813,110.39892553889581,172.06861883888246,110.91849708404109,85.24204764999045,2,NA,1.421393632888794,1
7,1,35,critical,hdw,45,lower,2.1,2.12,133,57,65,65,57,133,1,h,2.2840864658355713,1
7,1,36,filler_random,NA,NA,NA,3,3.1,182.12232435313496,105.26340319300559,140.79335128062795,89.28568421843596,196.2068050266432,114.20244756420281,3,NA,1.5757572650909424,1
7,1,37,critical,whd,45,upper,1,1.1,125,200,200,125,117,117,1,w,2.350472927093506,1
7,1,38,critical,whd,60,upper,4,4.1,125,200,200,125,100,100,1,w,1.6552443504333496,1
7,1,39,critical,hdw,60,upper,4,4.2,200,125,100,100,125,200,3,w,1.524977445602417,1
7,1,40,critical,dhw,60,upper,1,1.2,100,100,200,125,125,200,3,w,2.126830577850342,1
7,1,41,filler_random,NA,NA,NA,1,1.2,75.08338935229565,162.08591213175816,93.80769289929259,119.35058202315096,103.96272325323231,71.89609234618787,1,NA,1.49849271774292,1
7,1,42,filler_square,NA,NA,NA,2.2,2.21,117.17818958391742,111.46213924738598,133.65920462380717,133.65920462380717,103.71801092609462,129.51590307887182,2,NA,0.9502263069152832,1
7,1,43,critical,hdw,45,lower,4,4.2,133,57,65,65,57,133,1,h,1.645150899887085,1
7,1,44,filler_square,NA,NA,NA,3,3.2,171.49301327313958,171.49301327313958,161.05730142135354,89.14211328315481,62.19906200911754,121.61639775711232,1,NA,0.8664827346801758,1
7,1,45,critical,dwh,60,upper,2.1,2.11,100,100,125,200,200,125,2,w,3.318014144897461,1
7,1,46,critical,wdh,60,upper,2.1,2.11,125,200,100,100,200,125,1,w,1.6504402160644531,1
7,1,47,critical,hdw,45,upper,4,4.1,200,125,117,117,125,200,1,h,1.4616351127624512,1
7,1,48,critical,hwd,60,lower,4,4.1,133,57,57,133,55,55,1,h,1.0667030811309814,1
7,1,49,critical,dhw,60,lower,3,3.2,55,55,133,57,57,133,2,h,1.0054612159729004,1
7,1,50,critical,hwd,60,lower,1,1.3,133,57,57,133,55,55,1,h,1.1169307231903076,1
7,1,51,critical,hwd,45,lower,3,3.1,133,57,57,133,65,65,1,h,0.9116866588592529,1
7,1,52,critical,hdw,60,lower,2.1,2.11,133,57,55,55,57,133,1,h,1.1326415538787842,1
7,1,53,critical,hwd,45,upper,1,1.1,200,125,125,200,117,117,2,w,1.8511159420013428,1
7,1,54,filler_random,NA,NA,NA,3,3.2,123.40823842440221,130.50574086692654,92.51963796359837,60.349408475342095,182.45447682015174,191.29126712287203,3,NA,0.8661837577819824,1
7,1,55,filler_square,NA,NA,NA,2.1,2.12,114.93135004362128,78.88623451723639,77.71606284824401,88.93536039793229,118.36645382216318,118.36645382216318,3,NA,2.0512964725494385,1
7,1,56,critical,dwh,45,upper,1,1.1,117,117,125,200,200,125,3,h,0.9137227535247803,1
7,1,57,critical,wdh,60,lower,3,3.1,57,133,55,55,133,57,3,h,1.6596252918243408,1
7,1,58,critical,dwh,60,upper,3,3.1,100,100,125,200,200,125,2,w,0.9034504890441895,1
7,1,59,filler_square,NA,NA,NA,1,1.3,198.25076081386192,198.25076081386192,72.83505462251452,130.25572420016096,142.99765307743564,115.70045842417592,1,NA,0.8270418643951416,1
7,1,60,critical,dhw,45,upper,3,3.1,117,117,200,125,125,200,3,w,2.193039655685425,1
7,1,61,critical,dhw,45,upper,4,4.2,117,117,200,125,125,200,2,h,3.239131450653076,1
7,1,62,critical,hdw,60,upper,2.1,2.11,200,125,100,100,125,200,3,w,1.9417767524719238,1
7,1,63,critical,whd,45,lower,2.1,2.12,57,133,133,57,65,65,2,h,1.0641307830810547,1
7,1,64,filler_square,NA,NA,NA,2.1,2.11,194.32691642785386,194.32691642785386,63.946500916272164,78.81786101562213,112.65138713538683,193.8070846646333,1,NA,0.7495718002319336,1
7,1,65,critical,hdw,60,lower,4,4.1,133,57,55,55,57,133,1,h,1.3713550567626953,1
7,1,66,critical,wdh,60,upper,1,1.2,125,200,100,100,200,125,1,w,1.539470911026001,1
7,1,67,catch,NA,NA,NA,4,4.2,107,83,66,124,177,148,3,NA,0.9415345191955566,1
7,1,68,critical,whd,60,lower,1,1.2,57,133,133,57,55,55,2,h,0.9590022563934326,1
7,1,69,critical,whd,60,upper,2.1,2.12,125,200,200,125,100,100,1,w,1.6493370532989502,1
7,1,70,filler_random,NA,NA,NA,2.1,2.11,86.41167904470666,62.99974573671421,89.96190095549524,189.76449677539966,98.92252970619691,80.0654079764426,2,NA,0.9395287036895752,1
7,1,71,filler_random,NA,NA,NA,2.2,2.22,71.15786231362549,95.63507150229611,109.56839353260885,63.6467920664411,128.77748285340883,191.4081563675182,3,NA,0.9834296703338623,1
7,1,72,filler_random,NA,NA,NA,4,4.1,196.10410927323147,60.77777413891384,91.16872302895615,103.02149179266884,105.49705505810306,104.94359243833102,1,NA,1.125209093093872,1
7,1,73,critical,hwd,60,upper,4,4.2,200,125,125,200,100,100,2,w,2.6866843700408936,1
7,1,74,filler_random,NA,NA,NA,2.1,2.11,131.70296953556806,177.57256124709608,130.62181359911222,72.3911392128016,148.5881987364915,178.08005650905807,3,NA,2.1380903720855713,1
7,1,75,critical,whd,60,lower,4,4.2,57,133,133,57,55,55,2,h,1.365966796875,1
7,1,76,critical,dwh,60,upper,4,4.1,100,100,125,200,200,125,2,w,2.4138972759246826,1
7,1,77,filler_square,NA,NA,NA,4,4.1,115.41869639371066,119.29477820294633,145.43560882827688,145.43560882827688,110.0400311379203,84.57466803978505,2,NA,0.9653065204620361,1
7,1,78,critical,whd,60,upper,2.1,2.11,125,200,200,125,100,100,2,h,1.0354228019714355,1
7,1,79,filler_random,NA,NA,NA,2.2,2.21,151.22171361580075,196.80884709273525,134.0661549898735,89.9566755587288,182.74846424964164,105.04643650911902,1,NA,1.2256543636322021,1
7,1,80,critical,whd,45,upper,2.1,2.11,125,200,200,125,117,117,1,w,1.5115323066711426,1
7,1,81,filler_square,NA,NA,NA,4,4.2,93.55893446190797,72.24505223437816,101.60919893425435,101.60919893425435,68.35061303537557,97.31434661512996,2,NA,1.4665446281433105,1
7,1,82,filler_square,NA,NA,NA,2.1,2.12,58.931762764064366,68.42557017402761,87.69005787474958,87.69005787474958,57.064848241522924,75.75195018027183,2,NA,0.9894504547119141,1
7,1,83,filler_random,NA,NA,NA,4,4.2,60.39025297621115,146.57378556049724,164.1352798901804,199.44121008953329,195.70693953463515,184.80050854457147,3,NA,1.1995954513549805,1
7,1,84,filler_random,NA,NA,NA,2.2,2.21,178.2371715274358,107.59039405561441,196.95951907420715,132.93177882808743,153.71790182929138,89.23952234920995,2,NA,0.9170124530792236,1
7,1,85,critical,hwd,60,lower,2.1,2.11,133,57,57,133,55,55,1,h,1.4637408256530762,1
7,1,86,catch,NA,NA,NA,2.2,2.21,74,116,92,98,192,133,3,NA,0.8837025165557861,1
7,1,87,critical,dhw,45,lower,2.1,2.11,65,65,133,57,57,133,2,h,1.086008071899414,1
7,1,88,critical,hwd,45,lower,2.1,2.12,133,57,57,133,65,65,1,h,1.505350112915039,1
7,1,89,critical,dhw,60,lower,2.1,2.11,55,55,133,57,57,133,2,h,0.9415245056152344,1
7,1,90,critical,wdh,45,lower,1,1.1,57,133,65,65,133,57,1,w,1.5179409980773926,1
7,1,91,critical,hdw,45,upper,3,3.2,200,125,117,117,125,200,3,w,1.4173457622528076,1
7,1,92,critical,dhw,45,upper,2.1,2.12,117,117,200,125,125,200,2,h,1.542278528213501,1
7,1,93,filler_square,NA,NA,NA,2.2,2.21,107.50902256532578,100.33985006833908,116.87771372207007,70.0208547661144,126.99632141829741,126.99632141829741,3,NA,1.1669528484344482,1
7,1,94,filler_random,NA,NA,NA,2.2,2.22,137.68982653966685,181.4682795874382,104.78581192521892,150.78913061763416,93.79869790600301,157.1110965229069,1,NA,1.0228009223937988,1
7,1,95,filler_square,NA,NA,NA,4,4.2,81.44652530964579,81.44652530964579,63.331753917537526,79.21507518234289,80.19263714605773,72.44099470467852,1,NA,1.6611266136169434,1
7,1,96,filler_square,NA,NA,NA,4,4.1,64.34027948126433,60.79915331530379,67.23192372673196,67.23192372673196,61.78078883901946,57.69278821799296,2,NA,1.7693934440612793,1
7,1,97,critical,dwh,60,upper,1,1.2,100,100,125,200,200,125,2,w,1.5537919998168945,1
7,1,98,critical,wdh,60,lower,4,4.2,57,133,55,55,133,57,3,h,2.1003262996673584,1
7,1,99,filler_square,NA,NA,NA,3,3.2,75.48977559823666,90.9215522965518,91.60721579983843,91.60721579983843,91.06704190473252,68.98761303895235,2,NA,1.3009467124938965,1
7,1,100,critical,dhw,60,upper,3,3.1,100,100,200,125,125,200,3,w,1.250415563583374,1
7,1,101,critical,hwd,45,upper,2.1,2.11,200,125,125,200,117,117,1,h,0.9885153770446777,1
7,1,102,critical,dhw,45,lower,1,1.3,65,65,133,57,57,133,2,h,0.9336333274841309,1
7,1,103,critical,wdh,60,lower,1,1.3,57,133,55,55,133,57,3,h,1.000352144241333,1
7,1,104,filler_random,NA,NA,NA,3,3.2,69.3037864101673,159.20424287770777,71.18906070483693,134.9472128273303,85.99775509485616,113.39532344695169,1,NA,0.9500517845153809,1
7,1,105,critical,wdh,45,upper,3,3.1,125,200,117,117,200,125,3,h,1.621452808380127,1
7,1,106,critical,whd,45,lower,1,1.1,57,133,133,57,65,65,2,h,0.8357293605804443,1
7,1,107,critical,dwh,60,upper,2.1,2.12,100,100,125,200,200,125,2,w,1.0834336280822754,1
7,1,108,critical,hwd,60,upper,1,1.2,200,125,125,200,100,100,2,w,1.5094695091247559,1
7,1,109,critical,wdh,60,lower,2.1,2.12,57,133,55,55,133,57,3,h,1.1434712409973145,1
7,1,110,critical,hdw,45,upper,2.1,2.12,200,125,117,117,125,200,3,w,1.3364720344543457,1
7,1,111,critical,hwd,45,lower,4,4.2,133,57,57,133,65,65,1,h,1.5321621894836426,1
7,1,112,filler_square,NA,NA,NA,2.1,2.12,104.93366954079382,90.99110197693497,117.61108935500158,117.61108935500158,88.54735994023247,98.43633317309911,2,NA,0.90047287940979,1
7,1,113,filler_random,NA,NA,NA,3,3.2,144.20117675454148,187.72261620536324,90.16066080023674,81.47987400008918,173.52041605740794,163.31756102218395,3,NA,1.0857505798339844,1
7,1,114,critical,wdh,45,lower,2.1,2.12,57,133,65,65,133,57,3,h,1.369032621383667,1
7,1,115,critical,dwh,45,upper,3,3.2,117,117,125,200,200,125,2,w,1.7690520286560059,1
7,1,116,filler_random,NA,NA,NA,4,4.2,121.41928513683055,88.77786825195625,179.9777586138795,116.39715774008738,104.27155872409388,156.2042896849456,2,NA,1.1046969890594482,1
7,1,117,critical,dwh,60,lower,3,3.1,55,55,57,133,133,57,3,h,1.1395530700683594,1
7,1,118,filler_square,NA,NA,NA,2.1,2.11,79.80160200912181,83.78740398463592,97.9094873854589,97.9094873854589,57.13347868618901,87.31145274527172,2,NA,0.75838303565979,1
7,1,119,filler_square,NA,NA,NA,4,4.2,92.76679589081934,67.6453982154504,80.15804467944993,87.87679145293768,120.26853980046948,120.26853980046948,3,NA,0.7667853832244873,1
7,1,120,filler_random,NA,NA,NA,2.1,2.11,96.15137993493212,93.12690339581172,122.69437220902952,132.81532358253617,121.24837036366307,181.18014701582052,3,NA,0.9998445510864258,1
7,1,121,critical,hdw,60,upper,3,3.2,200,125,100,100,125,200,3,w,1.8614611625671387,1
7,1,122,critical,whd,45,upper,2.1,2.12,125,200,200,125,117,117,2,h,0.7533669471740723,1
7,1,123,critical,dwh,45,lower,3,3.1,65,65,57,133,133,57,3,h,2.18638277053833,1
7,1,124,critical,dhw,45,upper,2.1,2.11,117,117,200,125,125,200,2,h,1.0671334266662598,1
7,1,125,filler_random,NA,NA,NA,1,1.1,166.72227760508832,180.40443513681151,171.39208472034596,92.60231506949015,173.00263677581052,139.04888919731223,1,NA,1.5837507247924805,1
7,1,126,filler_square,NA,NA,NA,3,3.1,150.4572448615357,150.4572448615357,107.57666881573346,141.82042000958154,108.24222044031575,113.82920601150809,1,NA,1.5834505558013916,1
7,1,127,critical,wdh,45,lower,3,3.2,57,133,65,65,133,57,1,w,2.0852746963500977,1
7,1,128,catch,NA,NA,NA,2.1,2.11,129,61,73,117,146,179,3,NA,0.8100147247314453,1
7,1,129,critical,whd,60,lower,3,3.2,57,133,133,57,55,55,2,h,0.9512388706207275,1
7,1,130,filler_square,NA,NA,NA,4,4.2,67.7424181724006,91.4875406204676,108.31169485393497,108.31169485393497,57.22492929160578,87.59006855206151,2,NA,0.9140329360961914,1
7,1,131,filler_square,NA,NA,NA,1,1.2,79.63133722288234,99.03228425866214,140.10333985652295,140.10333985652295,89.18037082867362,83.52226380558284,2,NA,0.8028931617736816,1
7,1,132,critical,hwd,45,upper,2.1,2.12,200,125,125,200,117,117,2,w,1.46724534034729,1
7,1,133,critical,dwh,45,upper,2.1,2.11,117,117,125,200,200,125,2,w,1.2853913307189941,1
7,1,134,filler_random,NA,NA,NA,1,1.1,59.134083299476686,97.49430802132929,169.41055074809452,187.88919137468372,122.48208468626028,141.53342390574159,2,NA,0.8099522590637207,1
7,1,135,critical,dwh,45,lower,2.1,2.11,65,65,57,133,133,57,3,h,1.1280896663665771,1
7,1,136,critical,hwd,45,lower,1,1.2,133,57,57,133,65,65,1,h,0.9783468246459961,1
7,1,137,critical,hdw,45,upper,2.1,2.12,200,125,117,117,125,200,3,w,1.3467118740081787,1
7,1,138,critical,whd,60,lower,2.1,2.12,57,133,133,57,55,55,2,h,0.8999381065368652,1
7,1,139,filler_square,NA,NA,NA,3,3.1,71.6952332633094,59.11216517269146,60.1152767834844,61.408292028619876,83.93427228572727,83.93427228572727,3,NA,0.9593379497528076,1
7,1,140,critical,wdh,45,lower,4,4.1,57,133,65,65,133,57,3,h,1.2332289218902588,1
7,1,141,filler_square,NA,NA,NA,3,3.1,63.812751202809046,58.421225910417334,75.78565525718388,75.78565525718388,73.37672077740157,68.60593502045934,2,NA,1.8936593532562256,1
7,1,142,filler_random,NA,NA,NA,1,1.3,73.49467926929087,152.21061883757739,147.9751825556678,68.46275384110872,141.3463293583202,119.76594826656103,3,NA,2.6334080696105957,1
7,1,143,critical,dhw,45,upper,1,1.3,117,117,200,125,125,200,3,w,2.0535197257995605,1
7,1,144,filler_square,NA,NA,NA,3,3.2,151.65673180057456,151.65673180057456,57.204892801481776,115.83434442702116,102.32202753054447,113.36622971921457,1,NA,0.8346114158630371,1
7,1,145,filler_random,NA,NA,NA,2.2,2.22,113.85439056420105,164.939929592458,136.2633237992854,92.55739663170922,107.34751034749928,143.74463147854897,1,NA,1.5198137760162354,1
7,1,146,filler_square,NA,NA,NA,2.1,2.12,97.64830315766369,79.79928657552117,83.59933047041878,59.03051053817897,116.68198851884077,116.68198851884077,3,NA,1.266718864440918,1
7,1,147,filler_square,NA,NA,NA,3,3.1,199.72624909162602,199.72624909162602,144.0546402204261,175.88450815840042,137.41686856397016,117.04220969810243,1,NA,0.9504280090332031,1
7,1,148,critical,dhw,45,lower,4,4.2,65,65,133,57,57,133,2,h,1.0656304359436035,1
7,1,149,critical,whd,60,upper,3,3.1,125,200,200,125,100,100,1,w,2.124986410140991,1
7,1,150,critical,dwh,60,lower,2.1,2.12,55,55,57,133,133,57,3,h,1.078155517578125,1
